,Continent,Item,bee_commodity_corr,bee_prod_corr,bee_area_corr,bee_yield_corr,commodity_prod_corr,commodity_area_corr,commodity_yield_corr,data_points
30,Asia,Apples,-0.01416240875603949,0.5630824656548532,0.6318630851841557,-0.020129927118798033,0.0012109362215740244,-0.009814050607999674,-0.01157198660261197,1013
31,Asia,Sunflower seed,-0.019457617252106024,0.8776643025419002,0.8643696360695154,0.178392927475442,-0.030614026169037935,0.0054974635730532725,-0.02279513710721153,603
32,Asia,Wheat,-0.012440954494074874,0.8554586851908329,0.8764417650240177,0.36400946145448676,-0.01324227088736366,-0.01248577185935352,-0.002837643261320437,1202
33,Asia,"Almonds, in shell",-0.021584149892389916,0.51732050748082,0.3878526536783375,-0.03144633630576927,-0.0011379129272448179,0.07018188528760091,-0.0558540364902198,732
34,Asia,"Pumpkins, squash and gourds",-0.008701086358039975,0.7624083399223176,0.8306968554059545,-0.27544969820387183,0.05064336408059622,-0.010030883413442548,0.04428223688902541,890
35,Asia,Cucumbers and gherkins,-0.015155130047509343,0.5108998471841587,0.5950694617268555,-0.12055104195905096,-0.010675787864483054,0.004877523095116443,0.04949046636864569,1013
36,Asia,Rape or colza seed,-0.011600107336055633,0.7737738382012709,0.8796535553730246,0.2622256192592556,0.014020527353254405,0.004299100714773239,-0.047101844228506634,570
37,Asia,Cherries,-0.0327726812278665,0.32393842368766285,0.31036766032073065,-0.07724147276854627,-0.02051833549059031,0.019324202635485316,-0.13146629207281102,602
38,Asia,Raspberries,-0.2555118190595546,0.37295840056788215,0.3422764510213017,0.4481659564581414,0.22592713258031513,0.21761918386157764,0.018420276733540745,76
39,Asia,Strawberries,-0.028734649317238785,0.7176743892207667,0.6723275424417526,0.07916727534611297,-0.00901786861545281,-0.014014781812152127,-0.059439558411668425,444
40,Asia,Blueberries,-0.5711375577941399,0.5068079828141991,-0.31721998575474747,0.5898762135974789,-0.08397121430022596,0.11649806165493236,-0.1201194830773669,35
